Date,Company,Final Score,Article URL,Sentiment Score,Positive Mentions,Negative Mentions
2025-01-16,台積電,0.0,https://tw.stock.yahoo.com/news/%E7%A5%9E%E5%B1%B1%E6%B3%95%E8%AA%AA%E5%89%8D%E6%8A%B1%E4%BD%9B%E8%85%B3%EF%BC%9F%E5%A4%96%E8%B3%87%E6%8E%83%E5%85%A512%E8%90%AC%E5%BC%B5%E5%8F%B0%E7%A9%8D%E9%9B%BB%E3%80%81%E9%87%91%E8%9E%8D%E8%82%A1%E9%9C%B8%E6%A6%9C%E8%B2%B7%E8%B6%85%E5%89%8D3%E5%A4%A7-084247498.html,0,10,3
2025-01-16,台積電,0.0,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%8B%9A2%E5%8D%83%E5%84%84%E7%BE%8E%E5%85%83%E7%87%9F%E6%94%B6%EF%BC%81-%E9%AD%8F%E5%93%B2%E5%AE%B6%E6%B3%95%E8%AA%AA%E6%9C%837%E5%A4%A7%E9%87%8D%E9%BB%9E%E4%B8%80%E6%AC%A1%E7%9C%8B-082255469.html,0,10,3
2025-01-16,台積電,0.0,https://tw.stock.yahoo.com/news/%E3%80%90%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%B3%95%E8%AA%AA%E3%80%91%E5%8F%B2%E4%B8%8A%E6%96%B0%E9%AB%98%EF%BC%81%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%8E%BB%E5%B9%B4%E5%A4%A7%E8%B3%BA%E4%B8%8A%E5%85%86%E5%85%83-eps45%E5%85%83%E5%B9%B4%E5%A2%9E%E5%9B%9B%E6%88%90-055505511.html,0,10,3
2025-01-16,台積電,0.0,https://tw.stock.yahoo.com/news/%E3%80%90%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%B3%95%E8%AA%AA%E3%80%91%E9%AD%8F%E5%93%B2%E5%AE%B6%E9%9C%B8%E6%B0%A3%E5%96%8A%EF%BC%9A%E6%9C%80%E5%85%88%E9%80%B2%E8%A3%BD%E7%A8%8B%E5%BF%85%E7%95%99%E5%8F%B0%E7%81%A3-065738526.html,0,10,3
2025-01-16,台積電,0.0,https://tw.news.yahoo.com/%E5%8F%B0%E7%81%A3-%E7%BE%8E%E5%9C%8B%E5%95%86%E6%9C%83-%E7%9C%8B%E5%A5%BD%E4%BB%8A%E5%B9%B4-%E4%B8%AD%E7%B6%93%E9%99%A2%E4%BC%B0%E7%B6%93%E6%BF%9F%E6%88%90%E9%95%B7%E7%8E%87%E7%A0%B43-064118768.html,0,14,3
2025-01-16,台積電,0.0,https://tw.stock.yahoo.com/news/%E3%80%90%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%B3%95%E8%AA%AA%E3%80%91%E8%A2%AB%E8%BC%9D%E9%81%94%E7%A0%8D%E5%96%AE%EF%BC%9F-%E8%91%A3%E4%BA%8B%E9%95%B7%E9%AD%8F%E5%93%B2%E5%AE%B6%EF%BC%9A%E8%AC%A0%E8%A8%80-073125924.html,0,14,3
2025-01-16,台積電,0.0,https://tw.stock.yahoo.com/news/%E5%AE%9A%E6%9C%9F%E5%AE%9A%E9%A1%8D%E5%B8%82%E5%80%BC%E5%9E%8B-%E9%AB%98%E8%82%A1%E6%81%AF-etf-%E8%B3%BA%E5%83%B9%E5%B7%AE-%E9%80%86%E5%90%91%E7%AA%81%E7%A0%B4%E7%9B%B2%E9%BB%9E-083427647.html,0,16,6
2025-01-16,台積電,0.0,https://tw.stock.yahoo.com/news/%E7%86%B1%E9%96%80%E6%97%8F%E7%BE%A4-%E7%9F%BD%E5%85%89%E5%AD%90%E6%BB%BF%E8%A1%80%E5%9B%9E%E6%AD%B8-%E4%B8%8A%E8%A9%AE%E9%A3%86%E5%A4%A9%E5%83%B9-5%E9%A1%86%E7%B4%85%E7%87%88%E9%AB%98%E6%8E%9B-024046731.html,0,17,6
2025-01-16,台積電,0.0,https://tw.news.yahoo.com/%E7%BE%8E%E8%82%A1%E5%82%B5%E9%BD%8A%E6%8F%9A-%E6%AF%94%E7%89%B9%E5%B9%A3%E9%87%8D%E5%9B%9E10%E8%90%AC%E7%BE%8E%E5%85%83-%E5%B7%9D%E6%99%AE%E6%96%B0%E6%94%BF%E5%BD%B1%E9%9F%BF%E5%8A%A0%E5%AF%86%E8%B2%A8%E5%B9%A3%E5%B8%82%E5%A0%B4-082640506.html,0,17,6
2025-01-16,台積電,0.0,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%B3%95%E8%AA%AA%E4%B8%89%E5%A5%BD%E4%B8%80%E5%A3%9E%EF%BC%81%E5%8F%B0%E6%8C%87%E6%9C%9F%E5%A4%9C%E7%9B%A4%E5%99%B4%E6%BC%B2-%E5%B0%88%E5%AE%B6%E5%96%8A%E3%80%8C%E6%8C%91%E6%88%B0%E5%89%8D%E9%AB%981160%E5%85%83%E3%80%8D-082507278.html,0,17,8
2025-01-16,聯發科,0.0,https://tw.stock.yahoo.com/news/%E5%A4%96%E8%B3%87%E7%B5%82%E7%B5%90%E9%80%A36%E8%B3%A3%EF%BC%81%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%B3%95%E8%AA%AA%E5%89%8D%E8%BD%89%E8%B2%B7%E8%B6%85297%E5%84%84%E5%85%83-%E5%88%86%E6%9E%90%E5%B8%AB%EF%BC%9A%E7%9B%AE%E7%9A%84%E9%81%94%E5%88%B0%E4%BA%86-073535600.html,0,4,3
